	C-m	C-n	IG-n	IG-m	IG-m 44
RP5-821D11.7	81	89	30	56	60
SREBF2	2257	4693	4224	1643	1270
MIR33A	0	0	0	0	0
SHISA8	0	2	1	277	21
TNFRSF13C	3	26	19	10	24
CENPM	6	773	564	29	24
LINC00634	0	3	0	0	0
SEPT3	16	9	1	2	10
CTA-250D10.19	0	0	0	0	0
WBP2NL	15	3	1	0	1
SLC25A5P1	13	8	0	4	3
NAGA	147	1225	1016	131	82
FAM109B	12	195	114	18	29
SNORD13P1	0	0	0	0	0
SMDT1	290	508	315	976	225
NDUFA6	678	1037	1015	1176	239
RP1-257I20.14	3	9	8	4	11
NDUFA6-AS1	15	11	28	35	16
OLA1P1	6	5	4	2	2
CYP2D6	28	17	14	9	27
RP4-669P10.19	2	4	3	2	6
RP4-669P10.16	2	0	1	0	0
RP4-669P10.20	1	0	10	16	5
CYP2D7	20	31	3	14	10
CYP2D8P	6	25	1	3	3
TCF20	391	1699	709	119	167
OGFRP1	5	19	15	0	3
Z83851.4	12	34	10	0	3
CTA-989H11.1	6	35	6	0	2
LINC01315	27	0	0	22	6
NFAM1	19	5	0	2	2
CTA-126B4.7	0	2	0	0	0
SERHL	19	20	8	52	11
RRP7A	617	2124	1443	1285	350
SERHL2	23	79	60	21	19
RRP7BP	35	146	92	74	42
RN7SKP80	1	0	0	0	3
RNU6-513P	2	7	2	8	4
POLDIP3	1719	2624	2181	1087	608
RNU12	24	0	0	8	793
CYB5R3	8499	9022	8569	3133	1503
ATP5L2	1	0	0	3	6
A4GALT	746	830	94	607	138
RPL5P34	11	23	17	21	4
GOLGA2P4	0	0	0	0	5
RP1-47A17.1	0	1	1	2	21
ARFGAP3	1789	2513	1894	1462	908
PACSIN2	752	3871	2047	599	436
AL049758.2	0	0	0	0	10
AL022476.2	3	6	5	1	3
TTLL1	97	156	144	76	17
AL022237.3	0	0	0	3	0
BIK	51	106	4	79	23
MCAT	238	592	295	375	83
TSPO	743	6664	3688	1593	284
TTLL12	357	3745	1356	282	113
SCUBE1	14	6	0	21	37
Z82214.3	0	0	0	0	1
Z82214.2	0	0	0	0	0
Z99756.1	0	0	0	2	11
RP4-754E20__A.5	0	0	0	0	0
MPPED1	0	2	0	12	10
EFCAB6-AS1	0	0	0	0	0
EFCAB6	50	23	6	12	30
RP3-388M5.8	1	0	0	0	0
HMGN2P9	0	0	0	0	0
RP3-388M5.9	30	1	4	5	50
SULT4A1	18	6	7	17	5
PNPLA5	13	0	0	7	16
PNPLA3	596	56	142	35	138
SAMM50	948	1534	1146	721	300
RP4-796I17.5	1	1	0	0	7
PARVB	94	1180	518	170	75
CTA-414D7.1	0	3	0	2	4
RP4-671O14.6	3	25	10	6	14
PARVG	2	1	0	0	0
RP4-671O14.5	2	0	0	0	0
RP4-671O14.7	0	0	0	1	0
KIAA1644	16	11	36	48	56
RP1-32I10.10	1	0	0	2	2
RP1-32I10.11	0	1	0	0	3
CTA-397C4.2	0	0	0	0	0
MRPS18CP6	0	0	0	0	0
RP5-1033E15.3	0	0	1	0	1
LDOC1L	654	2020	1354	383	482
KRT18P23	0	0	0	0	0
LINC00207	0	2	0	0	2
LINC00229	0	0	0	0	2
ANP32BP2	0	0	0	0	1
PRR5	185	252	19	858	194
PRR5-ARHGAP8	0	0	0	0	0
ARHGAP8	4	4	0	0	0
PHF21B	6	5	1	0	7
RP1-127B20.4	0	1	0	0	0
RP4-753M9.1	2	0	0	0	1
NUP50-AS1	208	127	136	469	145
CTA-217C2.2	6	2	5	3	2
NUP50	1235	2672	2025	516	442
CTA-268H5.12	1	1	0	0	0
KIAA0930	438	2582	789	708	263
MIR1249	1	1	0	0	0
CTA-268H5.14	0	0	0	0	4
CTA-268H5.9	0	0	0	0	0
UPK3A	0	0	0	0	3
FAM118A	125	429	259	168	105
SMC1B	0	12	1	0	6
RIBC2	0	31	19	3	1
RP1-102D24.5	0	0	0	0	0
FBLN1	12	98	42	16	8
LINC01589	4	12	0	7	7
RNU6-1161P	0	2	0	0	0
CTA-941F9.10	39	28	17	185	146
ATXN10	3573	4465	2911	3905	1613
MIR4762	0	0	0	0	0
RP1-37M3.8	1	0	0	0	1
WI2-85898F10.2	0	0	0	0	7
WI2-85898F10.1	0	0	0	0	0
WNT7B	445	3380	1034	5	14
CITF22-92A6.2	56	9	11	50	188
CITF22-92A6.1	64	35	24	112	78
LINC00899	93	40	30	77	108
PRR34	20	38	22	32	44
RP6-109B7.5	8	2	4	22	28
PRR34-AS1	38	162	108	138	93
MIRLET7BHG	457	190	256	831	859
RP6-109B7.2	22	10	9	43	145
RP6-109B7.4	23	7	1	26	200
MIR3619	0	2	2	0	9
PPARA	649	677	281	182	214
RP4-695O20.1	4	1	0	1	14
CDPF1	72	200	220	172	39
PKDREJ	9	11	7	1	16
TTC38	193	844	611	146	154
GTSE1-AS1	5	13	12	5	4
GTSE1	39	1504	1643	22	36
TRMU	266	640	513	858	235
CELSR1	895	3893	142	168	209
RP5-996D20.3	0	0	0	0	1
RP3-439F8.1	35	13	1	24	22
GRAMD4	141	526	341	166	72
CERK	320	1388	1814	655	321
CTA-29F11.1	59	32	38	336	141
TBC1D22A	801	926	543	1574	453
U51561.1	0	0	0	0	2
FP325331.1	1	1	4	0	3
RP1-111J24.1	0	0	0	0	0
CITF22-49D8.1	0	0	3	0	2
LL22NC03-75H12.2	0	1	0	0	0
LINC00898	0	1	1	0	1
RP11-191L9.4	0	0	0	0	0
RP11-191L9.5	0	0	0	0	0
RP13-455A7.1	0	0	0	0	0
CTA-280A3.2	0	0	0	0	0
CTA-280A3__B.2	0	0	0	0	0
LL22NC03-27C5.1	0	0	0	0	0
LL22NC03-121E8.4	0	0	0	0	0
LL22NC03-121E8.3	0	0	0	0	0
MIR3201	0	0	0	0	0
RP11-536P6.3	0	0	1	1	2
FAM19A5	10	1	41	29	5
CTA-299D3.8	0	0	3	0	1
MIR4535	0	0	0	0	0
LINC01310	0	0	0	0	0
RPL35P8	0	0	0	0	0
RP1-34P24.3	0	0	0	0	0
C22orf34	0	2	0	0	2
CTA-722E9.1	0	0	0	0	0
RP4-566L20.1	0	0	0	0	0
MIR3667	0	0	0	0	0
RP1-29C18.10	0	0	0	0	0
RP1-29C18.9	0	0	0	0	0
RP1-29C18.8	0	0	0	0	0
RP5-983L19.2	0	0	0	0	13
RN7SKP252	0	0	0	0	0
RPL5P35	0	0	0	0	1
BRD1	495	974	687	429	391
RP3-522J7.7	3	4	0	0	10
RP3-522J7.5	1	0	0	0	1
RP3-522J7.6	0	0	0	4	4
RP11-494O16.3	0	0	1	0	0
RP11-494O16.4	1	0	0	4	17
ZBED4	339	1504	699	98	155
ALG12	109	445	404	75	86
CITF22-1A6.3	0	1	2	0	0
CRELD2	95	619	744	739	209
CITF22-49E9.3	4	2	6	39	48
PIM3	107	1352	684	405	171
MIR6821	1	0	0	0	0
IL17REL	1	2	1	0	2
TTLL8	1	1	0	0	6
MLC1	0	2	0	3	3
MOV10L1	1	24	1	3	4
RP5-898I4.1	0	0	0	0	0
PANX2	1	38	46	30	11
TRABD	145	2065	965	262	67
RP3-402G11.25	7	13	8	14	9
RP3-402G11.26	20	13	25	25	15
SELO	227	910	519	545	200
RP3-402G11.27	8	8	13	12	16
RP3-402G11.28	6	47	19	26	24
TUBGCP6	770	1831	1221	1180	880
HDAC10	386	1275	756	614	185
MAPK12	165	1471	830	348	66
MAPK11	12	774	550	89	38
PLXNB2	7248	15992	14303	7277	4798
DENND6B	69	128	119	357	194
XX-C283C717.1	0	0	0	3	3
XX-C00717C00720L.1	4	7	3	6	11
PPP6R2	814	2059	1605	1334	419
SBF1	2172	4740	2509	1568	1402
ADM2	25	190	16	4	23
MIOX	6	44	0	0	7
LMF2	906	4086	2994	2178	820
NCAPH2	92	1484	962	450	137
SCO2	99	324	180	413	106
CTA-384D8.36	10	26	30	61	24
TYMP	72	244	38	783	393
ODF3B	24	39	11	104	301
CTA-384D8.35	0	0	0	4	8
CTA-384D8.34	0	0	0	0	0
CTA-384D8.31	0	4	0	0	4
KLHDC7B	0	20	0	0	17
SYCE3	1	0	0	0	1
CPT1B	6	5	1	38	6
CHKB-CPT1B	6	9	0	1	3
CHKB	403	1400	539	811	308
CHKB-AS1	12	26	33	29	14
CTA-384D8.33	2	2	1	0	4
MAPK8IP2	7	16	34	45	44
ARSA	393	1933	767	632	269
SHANK3	22	347	122	20	23
RNU6-409P	0	0	0	0	0
AC000036.4	0	0	0	0	0
ACR	0	2	0	0	0
AC002056.5	0	0	0	0	0
AC002056.3	1	4	3	2	0
RPL23AP82	226	354	288	280	96
RABL2B	408	681	315	250	118
LL0YNC03-29C1.1	0	0	0	0	0
PLCXD1	0	0	0	0	0
GTPBP6	0	0	0	0	0
LINC00685	0	0	0	0	0
PPP2R3B	0	0	0	0	0
RP13-465B17.4	0	0	0	0	0
RP13-465B17.5	0	0	0	0	0
FABP5P13	0	0	0	0	0
KRT18P53	0	0	0	0	0
SHOX	0	0	0	0	0
RP11-309M23.1	0	0	0	0	0
RPL14P5	0	0	0	0	0
CRLF2	0	0	0	0	0
CSF2RA	0	0	0	0	0
MIR3690	0	0	0	0	0
RNA5SP498	0	0	0	0	0
IL3RA	0	0	0	0	0
SLC25A6	0	0	0	0	0
LINC00106	0	0	0	0	0
ASMTL-AS1	0	0	0	0	0
ASMTL	0	0	0	0	0
P2RY8	0	0	0	0	0
AKAP17A	0	0	0	0	0
ASMT	0	0	0	0	0
RP13-297E16.4	0	0	0	0	0
RP13-297E16.5	0	0	0	0	0
DHRSX	0	0	0	0	0
DHRSX-IT1	0	0	0	0	0
ZBED1	0	0	0	0	0
MIR6089	0	0	0	0	0
CD99P1	0	0	0	0	0
LINC00102	0	0	0	0	0
CD99	0	0	0	2	0
XG	4	3	0	3	8
GYG2	22	17	0	305	157
GYG2-AS1	0	0	0	0	1
ARSD	1283	826	378	500	309
ARSD-AS1	0	0	0	0	0
ARSE	382	164	17	11	7
ARSH	2	2	0	2	1
ARSF	4	1	0	1	2
RN7SL578P	0	0	0	0	0
RP13-824C8.2	0	0	0	0	0
LINC01546	6	0	3	1	0
MXRA5	965	184	99	42	166
ASS1P4	0	0	0	0	0
RNU6-114P	0	0	0	0	0
PRKX	502	772	325	258	251
RNU6-146P	0	0	0	0	0
PRKX-AS1	0	0	0	0	0
RP11-558O12.1	1	0	0	0	1
RP11-706O15.1	218	427	171	118	57
RP11-706O15.3	194	465	82	4	28
RP11-706O15.5	18	68	0	0	0
RP11-706O15.7	10	13	0	0	0
RP11-706O15.8	0	0	0	0	0
RP11-707P20.1	0	0	0	0	0
MTND6P12	0	0	0	0	0
MTCYBP12	0	0	0	0	0
RP11-555H23.1	1	2	0	1	0
RP11-733O18.1	0	0	2	0	0
NLGN4X	3	9	274	2	12
MIR4770	0	0	0	0	0
RP11-459A10.1	0	0	0	0	1
VCX3A	0	0	1	0	0
RP11-1M18.1	0	0	0	2	0
RP13-926M18.1	0	0	0	0	0
PUDP	475	599	465	388	151
RP11-483M24.2	0	0	0	0	1
MIR4767	15	4	14	3	2
STS	2656	526	787	888	999
RP11-791N19.1	0	0	0	0	0
VCX	0	0	0	0	0
GS1-214D18.3	0	0	0	0	1
PNPLA4	227	308	240	305	101
RP11-692P14.1	0	0	0	0	2
MIR651	0	0	0	0	1
VCX2	0	0	0	0	0
VCX3B	2	0	0	0	1
ANOS1	117	219	143	39	27
DRAXINP1	0	1	0	0	0
FAM9A	0	1	0	0	0
GS1-542M4.3	0	0	0	0	0
GS1-542M4.4	0	0	0	0	0
RP11-66N5.2	0	0	0	0	1
FAM9B	0	2	0	0	1
RNA5SP499	0	0	0	0	0
RP11-430A19.2	0	0	0	0	0
GS1-519E5.1	0	0	0	0	0
RP11-126O22.1	0	0	0	0	0
RP11-126O22.2	0	0	0	0	0
RP11-126O22.3	0	0	0	0	0
RP11-126O22.4	0	0	0	0	0
RP11-126O22.5	0	0	0	0	0
RP11-126O22.6	0	0	0	0	0
RP11-126O22.7	0	0	0	0	0
RP11-126O22.8	0	0	0	0	0
RP11-126O22.9	0	0	0	0	1
RP11-126O22.10	0	0	0	0	0
RP11-126O22.11	0	0	0	0	0
TBL1X	520	2391	650	164	228
GPR143	103	174	8	2	4
SHROOM2	217	270	669	38	40
EIF5P1	1	0	1	0	1
HMGN1P33	0	0	0	2	1
CLDN34	0	0	2	0	0
WWC3	285	606	923	387	464
WWC3-AS1	0	0	0	0	0
CLCN4	523	327	613	188	134
RP6-1O2.1	0	0	0	0	0
MID1	745	1071	355	241	308
RNU6-800P	0	0	0	0	0
RP11-120D5.1	2	19	12	4	0
HCCS	1076	826	675	666	498
ARHGAP6	309	211	14	225	176
RP1-27C22.1	0	1	0	0	1
AMELX	0	0	0	0	2
MIR548AX	0	0	0	0	0
AC002366.3	0	0	0	0	0
GS1-590J6.3	20	6	1	0	7
GS1-590J6.2	1	0	0	0	3
MSL3	459	1197	525	204	162
FRMPD4	25	27	4	2	3
FRMPD4-AS1	0	0	0	0	0
RPL17P49	0	0	0	0	0
RP11-1J4.1	0	0	0	0	0
RN7SKP290	0	0	0	0	1
PRPS2	258	1723	659	43	55
PSMA6P2	0	0	0	0	1
MRPL35P4	0	0	0	0	4
TLR7	0	2	0	0	5
TLR8-AS1	0	0	0	0	1
TLR8	0	3	0	0	4
TMSB4X	11024	38320	22005	26599	7066
FAM9C	0	0	0	0	2
RP11-791M20.1	0	0	0	0	11
GS1-600G8.5	148	31	10	12	6
GS1-600G8.3	0	0	0	0	1
ATXN3L	0	0	0	0	1
GS1-600G8.4	0	0	0	0	0
LINC01203	0	0	0	0	1
RP11-1L9.1	8	0	0	9	11
GPX1P1	161	342	9	7	3
EGFL6	0	2	0	0	6
RPL30P15	0	0	0	0	0
MIR6086	0	0	0	0	0
RN7SKP20	0	0	0	0	1
TCEANC	19	21	35	8	30
RAB9A	811	941	412	474	314
TRAPPC2	251	325	180	198	151
OFD1	1147	590	311	460	522
GPM6B	405	36	60	390	264
RP1-122K4.2	0	0	0	5	2
RP1-122K4.3	0	0	0	0	1
GEMIN8	94	363	219	147	45
GS1-257G1.1	4	3	10	8	7
GLRA2	3	2	1	3	9
NPM1P9	0	6	11	9	0
FANCB	1	70	73	4	11
MOSPD2	451	425	456	122	237
TPT1P14	0	1	0	0	0
RP11-699A7.1	0	0	0	0	0
ASB9	106	89	6	0	1
ASB11	0	0	0	2	5
PIGA	156	283	149	39	46
VEGFD	8	3	1	27	7
PIR	288	277	465	568	144
BMX	0	3	0	0	3
ACE2	14	2	0	0	8
GS1-594A7.3	1	0	0	0	0
TMEM27	47	34	8	5	10
GS1-594A7.5	0	0	0	0	0
CA5BP1	42	184	106	31	41
CA5B	124	73	116	29	20
AC112497.1	7	25	21	4	1
INE2	0	0	0	0	0
ZRSR2	244	226	161	223	103
AP1S2	763	1301	903	894	564
RNU5F-7P	0	0	0	0	0
SETP15	0	0	0	0	0
GRPR	1	6	4	0	3
RP11-431J24.2	2	1	1	0	1
MAGEB17	0	5	0	0	1
RPL6P30	0	0	0	0	0
RP11-759L5.2	0	1	0	0	0
RN7SL658P	0	0	0	0	0
CTPS2	201	615	315	29	46
MIR548AM	0	0	0	0	0
S100G	0	0	0	0	2
SYAP1	998	2277	1478	512	280
RNU7-56P	0	0	0	0	0
TXLNG	418	654	384	73	123
RPL12P49	0	1	0	0	0
RBBP7	1604	3935	3416	1835	907
RNU4-6P	0	0	0	0	0
RP11-716A19.3	0	0	0	0	0
REPS2	23	74	28	54	25
CBX1P2	0	0	0	0	0
CBX1P4	0	0	0	0	0
NHS	962	2069	198	48	70
MIR4768	0	0	0	0	0
RP1-60N8.1	1	1	0	0	0
NHS-AS1	0	5	1	0	0
RP3-389A20.5	2	0	0	0	0
SCML1	561	408	426	523	409
RP3-389A20.2	0	0	0	0	0
RAI2	398	27	72	131	68
RP1-272E8.2	0	0	0	0	0
RP1-272E8.1	0	0	0	0	0
LINC01456	0	0	0	0	0
BEND2	0	1	0	0	1
SCML2	6	32	161	2	8
TMSB10P2	0	0	0	0	0
CDKL5	220	255	321	55	153
GJA6P	0	0	0	0	0
RS1	6	0	0	0	1
PPEF1	1	0	0	0	2
PPEF1-AS1	0	0	0	0	0
RP3-499B10.3	0	0	0	0	0
HAUS1P2	0	0	0	0	0
PHKA2-AS1	3	1	2	4	8
PHKA2	149	622	530	227	174
RN7SL48P	0	0	0	0	0
ADGRG2	29	15	33	14	13
PDHA1	1494	2290	1495	1721	669
MAP3K15	4	29	4	7	10
EIF5P2	0	0	0	0	0
SH3KBP1	887	1835	2857	599	559
CXorf23	378	375	200	82	82
MAP7D2	59	146	67	2	16
MIR23C	0	0	0	0	0
EIF1AX	1053	2421	1796	963	659
EIF1AX-AS1	2	0	2	0	1
RPS6KA3	1611	2180	1497	510	610
RP11-1037J10.1	0	0	0	0	1
RP11-203E14.1	0	0	0	0	5
RN7SKP183	0	0	0	0	0
RP11-274G22.1	0	0	0	0	0
RP11-52E20.1	0	0	0	0	6
RNU6-133P	0	0	0	0	0
CNKSR2	23	34	7	9	44
RARRES2P3	0	0	0	0	0
KLHL34	0	2	1	0	2
SMPX	111	3	0	1865	848
MBTPS2	838	871	1354	639	834
LL0XNC01-138C3.2	0	0	0	3	6
YY2	138	114	136	52	171
LL0XNC01-39B3.1	1	0	0	0	6
SMS	2520	7209	4626	799	392
PHEX	62	28	134	8	46
PHEX-AS1	8	0	0	13	4
PTCHD1-AS	6	3	0	0	3
ZNF645	1	2	0	0	5
RP11-494I9.2	0	0	0	0	0
METTL15P3	0	0	0	0	0
RNU6-266P	0	0	0	0	0
RP11-494I9.1	0	0	0	0	0
GS1-433O24.1	0	0	0	0	0
DDX53	0	0	0	0	4
FAM3C2	103	209	163	28	42
PDCL2P1	0	0	0	0	0
PTCHD1	48	11	2	10	18
RP11-654E17.2	1	0	0	0	0
PRDX4	315	2298	2439	1141	318
ACOT9	765	1597	1282	656	373
RP13-314C10.5	4	3	3	13	11
SAT1	1586	4313	5625	475	289
APOO	155	302	329	273	84
RPL9P7	7	5	2	1	0
CXorf58	0	6	1	0	2
KLHL15	366	394	296	221	292
EIF2S3	4243	5321	3118	1751	1754
ZFX-AS1	2	6	1	17	15
ZFX	363	928	669	251	290
SUPT20HL2	0	2	0	0	3
SUPT20HL1	0	0	0	0	5
GS1-184P14.2	0	3	2	1	0
PDK3	80	111	80	62	60
SNRPEP9	0	0	0	0	1
GS1-358P8.4	210	78	54	95	43
PCYT1B	42	12	1	21	13
RP11-753E22.3	0	0	0	0	0
PCYT1B-AS1	0	0	0	0	2
RP11-753E22.2	0	0	0	0	0
POLA1	442	872	667	276	406
SCARNA23	0	0	0	0	1
EEF1B2P3	24	50	52	20	5
ARX	44	0	0	252	80
RP1-258N20.3	0	0	0	0	0
RN7SL91P	0	0	0	0	0
RP11-629O4.1	0	0	0	0	1
RPP40P1	0	0	0	0	0
RP11-298C3.2	6	13	12	0	0
RP11-86A5.1	0	2	0	0	0
MAGEB18	0	0	0	0	1
RP13-60P5.2	0	0	0	0	0
MAGEB6P1	0	0	0	0	3
GS1-466O4.2	0	0	0	0	0
MAGEB6	0	1	0	0	0
GS1-466O4.3	0	0	0	0	0
MAGEB5	0	3	0	0	0
GS1-466O4.5	0	0	0	0	0
RP11-617O8.1	0	0	0	0	0
RP11-702C7.2	0	0	0	0	1
RP11-702C7.1	0	0	0	0	0
VENTXP1	0	0	0	9	3
GS1-541M1.2	0	0	0	0	0
RPL7P58	0	1	0	0	0
HMGA1P1	1	4	13	0	0
RNU1-142P	0	0	0	0	0
RP11-268G12.3	0	0	0	0	0
RP11-268G12.1	0	0	0	0	0
RP11-268G12.2	0	0	0	0	0
PTP4A1P5	0	0	0	0	0
PPP4R3CP	0	1	0	0	1
GS1-309P15.3	0	1	0	0	0
GS1-309P15.4	0	1	2	0	1
DCAF8L2	0	1	0	0	0
MAGEB10	0	0	0	0	1
RP11-501H19.2	0	0	0	0	0
RP11-12D5.2	0	0	0	0	0
RP11-12D5.3	0	0	0	0	0
RP11-12D5.4	0	0	0	0	0
RP11-12D5.5	0	1	0	0	0
RP11-12D5.6	0	0	0	0	0
DCAF8L1	0	3	0	0	3
MIR6134	0	0	0	0	0
RP11-149B9.2	3	0	1	0	0
IL1RAPL1	12	1	7	1	7
RP1-22N22.1	0	0	0	0	0
RP1-146A15.1	0	0	0	0	0
RNA5SP500	0	0	0	0	0
RP6-127F18.2	0	0	0	0	0
MIR4666B	0	0	0	0	0
PIGFP3	0	0	0	0	0
GS1-383H3.6	0	0	0	0	0
MAGEB2	0	1	0	0	1
MAGEB3	0	1	0	0	2
MAGEB4	0	0	0	0	1
MAGEB1	0	0	0	0	0
PLCE1P1	0	0	0	0	2
NR0B1	40	17	1	65	15
CXorf21	0	2	0	0	1
CKS1BP6	0	0	0	0	0
FTLP2	5	3	3	0	0
GK	73	123	189	51	57
GK-IT1	0	0	0	0	0
RP11-242C19.2	0	1	1	0	0
GK-AS1	0	1	0	0	0
RP11-467P22.5	0	0	0	0	0
TAB3	1300	1352	797	241	372
TAB3-AS1	5	13	4	0	4
TAB3-AS2	0	0	0	0	0
FTHL17	0	1	0	0	1
DMD	443	155	2452	481	909
RNU6-894P	0	0	0	0	0
RNA5SP501	0	0	0	0	0
NPM1P8	0	0	0	0	1
MIR3915	0	0	0	0	1
MIR548F5	0	0	0	0	0
DMD-AS3	0	0	0	0	0
TBCAP1	3	3	5	5	1
RP6-60B16.1	0	0	0	0	0
RP11-305F18.1	0	0	0	0	1
FAM47A	0	2	0	10	3
FTH1P14	0	0	0	0	0
RP11-545D19.1	0	0	0	0	1
RP11-281B1.2	0	0	0	0	0
RP11-320J16.1	0	0	0	0	0
TMEM47	980	930	774	630	902
RP13-643D4.1	0	1	0	0	0
RP11-573C10.1	0	0	0	0	0
FAM47B	1	1	0	0	2
RP11-504E21.1	0	0	0	0	0
RNU6-1087P	0	0	0	0	0
SIAH1P1	0	0	0	0	0
RP11-497J7.1	0	0	0	0	0
RP11-497J7.4	0	0	0	0	0
RP11-497J7.2	0	0	0	0	0
MAGEB16	0	0	0	0	0
RP11-307A17.2	0	0	0	0	0
CFAP47	1	22	0	0	3
RNU6-641P	0	0	0	0	0
HMGB1P16	0	0	0	0	0
RP11-87M18.2	1	0	0	0	0
RPS15AP40	0	0	0	0	0
RP11-492O8.1	0	0	0	0	0
RP11-32A1.2	0	0	0	0	0
BX842568.1	2	1	0	0	0
BX842568.2	4	33	1	0	0
BX842568.4	0	1	0	0	0
FAM47C	0	2	0	0	0
FTH1P18	0	0	0	0	0
RP11-31H15.2	0	0	0	0	0
MOB1AP2	0	0	0	0	0
PRRG1	783	2101	428	285	466
RP5-972B16.2	0	0	0	0	0
RP11-357K9.2	0	0	0	0	0
FTH1P19	0	0	0	2	0
FTH1P27	0	1	0	0	0
FAM47DP	1	3	0	0	1
LANCL3	5	38	3	7	11
XK	19	54	14	11	12
CYBB	0	3	0	4	2
DYNLT3	338	913	1492	245	181
RNU6-49P	0	0	0	0	0
AL121578.2	1	0	7	0	3
AL121578.5	0	0	0	0	0
HYPM	0	1	1	0	0
AL121578.7	0	0	0	0	0
SYTL5	20	15	213	18	40
MIR548AJ2	0	0	0	0	0
SRPX	397	595	440	97	74
RP13-43E11.1	0	2	0	0	0
RPGR	165	192	168	67	54
OTC	0	0	0	0	1
TDGF1P1	0	0	0	0	0
AF241726.2	0	0	0	0	1
FTLP16	0	0	0	0	0
UBTFL11	0	0	0	0	0
TSPAN7	343	22	4	240	72
RNU7-7P	0	0	0	0	0
RP4-646N3.1	1	5	2	0	4
MID1IP1	301	1359	1103	717	447
MID1IP1-AS1	10	27	29	13	27
RNU6-591P	0	0	0	0	0
RP11-265P11.1	0	0	0	0	0
LINC01281	0	0	0	0	0
LINC01282	0	0	0	0	0
RP11-157D23.2	0	0	0	0	0
MIR3937	0	0	0	0	0
RN7SL732P	0	0	0	0	2
GAPDHP1	68	103	64	43	16
CTD-2324A24.2	0	0	0	0	0
RP13-126P21.2	0	0	0	0	1
MIR1587	0	0	0	0	0
RPS11P7	0	0	0	0	0
AC092198.1	0	0	0	0	1
BCOR	656	1275	688	206	286
RP11-320G24.1	3	7	4	1	1
RP6-186E3.1	0	0	1	0	0
RP11-126D17.1	0	0	0	0	0
RNU7-164P	0	0	0	0	0
ATP6AP2	1780	2678	2587	1992	1207
MPC1L	0	0	1	0	0
CXorf38	345	808	520	371	412
MED14	1232	1738	1517	283	458
MED14OS	15	40	23	28	10
DPRXP6	0	0	0	0	0
RP11-169L17.3	0	0	0	0	2
RP11-169L17.5	0	0	0	0	0
MKRN4P	1	0	0	4	0
SDCBPP3	0	0	0	0	2
RP11-77G22.2	0	0	0	0	0
RPS2P55	3	15	22	10	3
CLIC4P3	2	0	0	0	0
USP9X	3572	3749	3278	1534	3226
RP5-1172N10.4	0	0	0	0	0
RP5-1172N10.2	1	0	1	1	5
RNA5SP502	0	0	0	0	0
RP13-13A3.1	1	0	0	0	1
DDX3X	3891	9949	7173	2483	3951
RN7SL15P	0	2	0	1	2
NYX	0	8	0	0	1
RP1-169I5.4	0	0	0	0	0
CASK	2071	3308	708	180	240
CASK-AS1	3	0	1	0	0
RNU6-1321P	0	0	0	0	3
RP11-204C16.4	7	12	5	1	2
RN7SL144P	0	0	0	0	1
GPR34	3	3	0	0	2
GPR82	1	1	0	6	1
RP5-1174J21.2	0	0	0	0	0
RP5-1174J21.1	0	1	0	0	0
RNU6-202P	2	1	0	0	0
RP11-524P6.1	1	0	0	0	0
ATP5G2P4	5	0	2	4	0
RNU6-630P	0	0	0	0	0
RP1-50A13.1	0	0	0	0	0
RNU6-1124P	0	0	0	0	0
RP1-154K9.2	10	2	0	0	2
AL023875.1	0	0	0	0	0
PPP1R2P9	0	0	0	0	0
RP11-265D20.1	0	0	0	0	0
RP3-326I13.1	4	4	0	0	4
IMPDH1P4	3	0	0	0	0
NANOGP10	0	0	0	0	0
MAOA	90	129	553	55	70
MAOB	11	262	22	5	2
NDP	70	5	30	86	38
NDP-AS1	0	0	0	0	9
RP6-218J18.2	0	1	2	4	0
EFHC2	2	13	5	0	2
TATDN2P1	0	0	0	0	0
RRM2P3	2	1	3	0	0
RP4-551E13.2	0	0	0	0	0
FDPSP5	0	0	0	0	0
FUNDC1	239	301	278	448	164
CHTF8P1	0	1	0	0	0
RPL19P20	2	0	0	0	0
RPSAP61	1	5	0	1	0
RN7SL291P	0	0	0	0	0
DUSP21	0	1	0	0	0
KDM6A	366	773	347	112	421
CXorf36	0	0	0	0	5
RP11-342D14.1	0	0	0	0	0
RP1-192P9.1	0	0	0	0	0
LINC01204	23	1	7	7	7
KRT8P14	7	2	4	0	5
RP6-99M1.1	1	0	0	0	0
MIR222HG	151	240	259	109	73
MIR221	6	29	27	5	9
MIR222	0	9	4	0	7
RP6-99M1.3	3	3	2	0	6
RP5-1158E12.3	9	5	4	1	33
RP5-1158E12.2	0	0	0	0	0
RP5-1158E12.1	0	0	0	0	0
MED28P4	0	0	0	0	0
KRT18P68	0	1	0	0	0
PCNAP3	0	0	0	0	0
ACTBP1	0	0	1	0	0
LINC01186	34	41	30	8	32
RP11-75A9.1	0	0	0	0	0
GAPDHP65	18	19	14	15	10
KRBOX4	161	210	232	199	143
RP11-75A9.3	2	0	1	0	5
ZNF674	45	96	74	21	34
RNU6-50P	0	0	1	0	0
ZNF674-AS1	103	66	105	169	238
MKI67P1	2	2	0	0	2
CHST7	21	325	273	66	20
SLC9A7	556	781	462	432	438
PGAM1P7	5	5	2	3	4
YBX1P8	0	0	0	0	0
RP11-198M15.1	0	0	0	1	5
RP2	551	836	557	90	213
LINC01545	0	5	2	7	3
JADE3	155	402	220	9	33
RGN	2	48	25	8	2
